protein1,protein2,weight
BMP6,BMPR1A,1.0
ACVR1,BMP6,1.0
BMP6,BMPR1B,1.0
ACVR2A,BMP6,1.0
BMP6,BMPR2,1.0
CNOT1,CNOT9,1.0
UGDH,UXS1,1.0
CNOT1,DDX6,1.0
NGF,NGFR,1.0
IL17RA,IL17RE,1.0
CD96,NECTIN2,1.0
CD96,PVR,1.0
UBC,UBE2V2,1.0
UBE2N,UBE2V2,1.0
RPL30,RPS10,1.0
ITGAL,ITGB2,1.0
CXCL12,CXCL2,1.0
KEAP1,NEIL2,1.0
CCL21,CXCL2,1.0
CXCL11,CXCL2,1.0
RACK1,RPSA,1.0
RACK1,RPL5,1.0
LRP6,WNT3A,1.0
LRP5,WNT3A,1.0
RACK1,RPL11,1.0
RACK1,RPS10,1.0
RACK1,RPS20,1.0
EIF3B,RACK1,1.0
RACK1,RPL30,1.0
RACK1,RPS7,1.0
RACK1,RPS4X,1.0
CLPS,PNLIP,1.0
HGD,HPD,1.0
UBC,UCHL1,1.0
RPL30,RPL5,1.0
RPL30,RPSA,1.0
GTF2B,GTF2E1,1.0
GTF2E1,GTF2E2,1.0
GTF2E1,GTF2F2,1.0
HMGCR,HMGCS2,1.0
PIK3CG,PIK3R1,1.0
CBL,PIK3R1,1.0
PDGFRB,PIK3R1,1.0
CALR,HSP90B1,1.0
USF1,USF2,1.0
CALR,CANX,1.0
CALR,PDIA3,1.0
ADGRL3,TENM2,1.0
B2M,CALR,1.0
CALR,TAPBP,1.0
ALK,PTN,1.0
OTULIN,RNF31,1.0
ACVRL1,BMP10,1.0
ACVRL1,ENG,1.0
GDNF,GFRA2,1.0
SERPINE1,VTN,1.0
EFNA2,EPHA4,1.0
EFNB3,EPHA4,1.0
EFNA4,EPHA4,1.0
EFNA3,EPHA4,1.0
EFNB2,EPHA4,1.0
NDUFS4,UQCRB,1.0
COX5B,UQCRB,1.0
NDUFA5,UQCRB,1.0
COX5A,UQCRB,1.0
HDAC2,YY1,1.0
HDAC2,SUDS3,1.0
HDAC2,KDM1A,1.0
GRB2,WASL,1.0
ITSN1,WASL,1.0
NCK1,WASL,1.0
ARPC1B,WASL,1.0
CDC42,WASL,1.0
CTBP1,HDAC2,1.0
PLAU,SERPINE1,1.0
PLAT,SERPINE1,1.0
GFRA2,RET,1.0
EFNA1,EPHA4,1.0
RPLP2,RPSA,1.0
RACK1,RPLP2,1.0
DSC2,PKP2,1.0
PSMD4,UCHL5,1.0
DSC2,DSG2,1.0
RPL11,RPLP2,1.0
IL17C,IL17RE,1.0
IKBKB,NFKBIA,1.0
IKBKB,TNFRSF1A,1.0
IKBKB,IKBKG,1.0
VPS26B,VPS29,1.0
IKBKB,TNF,1.0
NHEJ1,XRCC6,1.0
NHEJ1,XRCC4,1.0
IKBKB,NFKB1,1.0
HDAC2,RBBP4,1.0
HDAC2,SAP30,1.0
EZH2,HDAC2,1.0
RPS20,RPSA,1.0
FLT1,VEGFC,1.0
FLT1,VEGFB,1.0
FLT1,VEGFD,1.0
RPS10,RPS20,1.0
RPL11,RPS20,1.0
RPS20,RPS7,1.0
RPS20,RPS4X,1.0
DOCK2,ELMO1,1.0
LYN,SYK,1.0
CD79A,LYN,1.0
GJA1,TJP1,1.0
NRAS,RAF1,1.0
BRAF,NRAS,1.0
IGF2,IGF2R,1.0
RPL5,RPS20,1.0
SNAP23,STX1A,1.0
ATP6V1C1,ATP6V1F,1.0
NDC80,SPC25,1.0
TALDO1,TKT,1.0
COX5A,COX6C,1.0
COX5B,COX6C,1.0
USP12,WDR48,1.0
SNAP25,STX1A,1.0
STX1A,VAMP2,1.0
STX1A,SYT1,1.0
STX1A,VAMP3,1.0
CPLX1,STX1A,1.0
RPS20,RPS27A,1.0
RPL38,RPS20,1.0
RPL12,RPS20,1.0
RPS14,RPS20,1.0
TRAPPC3,TRAPPC4,1.0
TRAPPC2,TRAPPC4,1.0
NFKB1,NFKBIA,1.0
NFKB1,RELB,1.0
NFKB1,TNF,1.0
PPP2R1A,PPP2R5A,1.0
PPME1,PPP2R1A,1.0
MOB4,PPP2R1A,1.0
PPP2R1A,PPP2R5D,1.0
IL6R,IL6ST,1.0
IL6,IL6ST,1.0
IL6ST,LIF,1.0
IL27RA,IL6ST,1.0
UBXN4,VCP,1.0
RAB5A,RAB5B,1.0
CXCL11,PF4V1,1.0
CXCL13,PF4V1,1.0
CXCL10,PF4V1,1.0
APPL1,RAB5A,1.0
RAB5A,RABEP1,1.0
MRPL21,RPL5,1.0
IKBKG,NFKB1,1.0
RSPO2,ZNRF3,1.0
RPS27A,UBE2N,1.0
RPS27A,RPS4X,1.0
RPS27A,RPS7,1.0
PSMD4,RPS27A,1.0
IL2,IL2RG,1.0
IL1B,IL2,1.0
IL2,IL6,1.0
IL2,IL2RB,1.0
RPS14,RPS27A,1.0
RPL12,RPS27A,1.0
RPL38,RPS27A,1.0
GSK3B,MAPT,1.0
RHOA,RTKN,1.0
MRPL12,RPL5,1.0
SUMO2,UBE2I,1.0
RPL5,RPS14,1.0
RPL5,RPS27A,1.0
IL10RB,IL22,1.0
MDM2,RPL5,1.0
IL22,IL22RA2,1.0
VCL,ZYX,1.0
VASP,ZYX,1.0
TNNI2,TNNT3,1.0
COMMD6,COMMD9,1.0
RPS27A,RPS3A,1.0
CRLF2,IL7R,1.0
CRLF2,TSLP,1.0
FTH1,FTL,1.0
AMT,GCSH,1.0
SMAD4,SMAD5,1.0
CETN2,RAD23B,1.0
AHSG,ALB,1.0
RPL5,RPS10,1.0
RPL12,RPL5,1.0
RPL11,RPL5,1.0
EEA1,RAB5A,1.0
PIK3C3,RAB5A,1.0
CDC42,ITSN1,1.0
BTLA,TNFRSF14,1.0
LTA,TNFRSF14,1.0
RPL5,RPSA,1.0
ACVR1B,ACVR2B,1.0
CXCL12,CXCL6,1.0
CXCL1,CXCL6,1.0
DAG1,SSPN,1.0
DAG1,HSPG2,1.0
RPL38,RPL5,1.0
DDX1,RTRAF,1.0
IGF2,IGFBP3,1.0
APOA4,APOC3,1.0
APOA2,APOC3,1.0
APOC3,APOE,1.0
IGF1,IGFBP3,1.0
NELFA,NELFE,1.0
PRPF19,SNRPA1,1.0
PRPF19,SNRPG,1.0
PRPF19,SNRPD2,1.0
BUD31,PRPF19,1.0
PRPF19,SYF2,1.0
PPIE,PRPF19,1.0
PRPF19,SNRPD3,1.0
PRPF19,SNRPE,1.0
PRPF19,YJU2,1.0
PRPF19,RBM22,1.0
APOA1,APOC3,1.0
IGFALS,IGFBP3,1.0
GDNF,RET,1.0
TIMM21,TIMM50,1.0
PSMA5,PSMB1,1.0
PSMA5,PSMA6,1.0
PSMA5,PSMB3,1.0
PSMA3,PSMA5,1.0
PSMA5,PSMB9,1.0
PSMA5,PSMB2,1.0
PSMA5,PSMB10,1.0
PSMA5,PSMD4,1.0
IL10RA,IL10RB,1.0
IL10,IL10RA,1.0
PSMA5,PSMC5,1.0
PSMA5,PSMC3,1.0
PSMA5,PSMD11,1.0
PSMA1,PSMA5,1.0
PSMA5,PSMD6,1.0
PSMA5,PSMB4,1.0
PSMA5,PSMB5,1.0
CCM2,MAP3K3,1.0
SF3B4,SNRPB2,1.0
SAP30,SUDS3,1.0
CTNNB1,GSK3B,1.0
AXIN2,GSK3B,1.0
BLOC1S2,BLOC1S3,1.0
RPL11,RPS27A,1.0
RPS10,RPS27A,1.0
RACK1,RPS27A,1.0
BLOC1S2,SNAPIN,1.0
BLOC1S2,DTNBP1,1.0
RPS27A,RPSA,1.0
RPL5,RPS4X,1.0
RPS27A,UBA1,1.0
GFRA3,RET,1.0
ARTN,RET,1.0
RBBP4,SUDS3,1.0
C1R,C1S,1.0
GTF2B,GTF2F2,1.0
SF3B4,SNRPA1,1.0
TLR3,UNC93B1,1.0
CADM1,CRTAM,1.0
GTF2A2,GTF2B,1.0
GTF2B,GTF2E2,1.0
SF3B4,U2AF2,1.0
GTF2B,POLR2E,1.0
PLXNA1,SEMA6D,1.0
FKBP5,HSP90AA1,1.0
CD28,CD86,1.0
CD28,GRB2,1.0
CD28,ICOSLG,1.0
AGT,REN,1.0
SUMO3,UBE2I,1.0
RANGAP1,UBE2I,1.0
TRAPPC4,TRAPPC6B,1.0
CBL,EGFR,1.0
CDH1,EGFR,1.0
IGF2,IGFBP1,1.0
IGF1,IGFBP1,1.0
PNKP,XRCC1,1.0
EFNB2,EPHA1,1.0
CCL2,CXCL9,1.0
CCL2,CXCL8,1.0
CCL15,CCL2,1.0
CCL2,CCL8,1.0
CCL2,CCL4L1,1.0
EFNA3,EPHA1,1.0
EFNA1,EPHA1,1.0
EFNA2,EPHA1,1.0
NDUFB11,NDUFB4,1.0
NDUFA2,NDUFB11,1.0
NDUFB11,NDUFS4,1.0
NDUFA5,NDUFB11,1.0
EGFR,PTK2,1.0
AREG,EGFR,1.0
NDUFAF1,NDUFB11,1.0
EGFR,EREG,1.0
EGFR,NRG1,1.0
DCN,EGFR,1.0
CCL13,CXCL10,1.0
CCL13,CXCL9,1.0
CCL13,CXCL11,1.0
F11R,TJP1,1.0
MARVELD2,TJP1,1.0
EGFR,SHC1,1.0
EGFR,SOS1,1.0
CLDN1,TJP1,1.0
EGFR,GRB2,1.0
EGFR,MUC1,1.0
BTC,EGFR,1.0
EGFR,HSP90AA1,1.0
EGFR,GAB1,1.0
EGFR,SRC,1.0
NDUFB11,NDUFB8,1.0
UBA2,UBE2I,1.0
CASP8,TNFRSF10B,1.0
NXF1,NXT1,1.0
PFN1,VASP,1.0
ADM,RAMP3,1.0
TNFRSF6B,TNFSF15,1.0
FASLG,TNFRSF6B,1.0
CRH,CRHBP,1.0
PRDX1,SRXN1,1.0
EXOSC3,EXOSC5,1.0
GIPC1,MYO6,1.0
EXOSC3,EXOSC8,1.0
C1D,EXOSC3,1.0
TERF1,TNKS,1.0
EIF3B,EIF3M,1.0
EIF3G,EIF3M,1.0
FASLG,TNFRSF10B,1.0
UBA5,UFC1,1.0
NONO,PSPC1,1.0
GOSR1,SCFD1,1.0
ALCAM,CD6,1.0
NCF2,RAC1,1.0
HSPA8,STIP1,1.0
HSPA8,ST13,1.0
DNAJB1,HSPA8,1.0
HSP90AA1,HSPA8,1.0
BAG1,HSPA8,1.0
HSPA8,STUB1,1.0
BAG3,HSPA8,1.0
NDUFAF3,NDUFAF5,1.0
NDUFAF1,NDUFAF3,1.0
FADD,TNFRSF10B,1.0
TNFRSF10B,TNFSF10,1.0
EGFR,PTPN11,1.0
EGLN3,HIF1A,1.0
HSPA5,HYOU1,1.0
ERN1,HSPA5,1.0
ATF6,HSPA5,1.0
IL31,OSMR,1.0
PLAUR,VTN,1.0
OSM,OSMR,1.0
GTF2E2,GTF2F2,1.0
HSP90B1,HSPA5,1.0
HSPA5,PDIA3,1.0
CD274,PDCD1,1.0
BCL2,NR4A1,1.0
PSMC3,PSMD9,1.0
EFNB3,EPHB2,1.0
EFNB3,EPHB6,1.0
CKS1B,SKP2,1.0
ARNT,HIF1A,1.0
CCNA1,SKP2,1.0
CD274,CTLA4,1.0
PTH1R,PTHLH,1.0
PSMD4,UBC,1.0
UBC,UBE2N,1.0
SQSTM1,UBC,1.0
PRKN,UBC,1.0
UBA1,UBC,1.0
RNF31,UBC,1.0
IKBKG,UBC,1.0
UBC,UBE2K,1.0
C1D,EXOSC8,1.0
C1D,EXOSC5,1.0
DR1,DRAP1,1.0
CCNA2,SKP2,1.0
EFNB3,EPHB3,1.0
ARF1,CYTH1,1.0
ARF1,CYTH2,1.0
CHMP1A,IST1,1.0
N6AMT1,TRMT112,1.0
ARTN,GFRA3,1.0
HLA-E,KLRC1,1.0
UTS2,UTS2R,1.0
EGLN1,HIF1A,1.0
HIF1A,VHL,1.0
HIF1A,HSP90AA1,1.0
KAT2A,TADA3,1.0
KAT2A,TAF10,1.0
KAT2A,WDR5,1.0
KAT2A,SGF29,1.0
KAT2A,TADA2A,1.0
HIF1A,HIF1AN,1.0
CREBBP,HIF1A,1.0
GHR,JAK2,1.0
DBT,DLD,1.0
JAK2,LEPR,1.0
HRAS,RASA1,1.0
CASP2,CRADD,1.0
EMC8,MMGT1,1.0
RLN2,RXFP1,1.0
CD163,HP,1.0
KPNA2,KPNB1,1.0
JAK2,STAT1,1.0
JAK2,STAT5A,1.0
FGF18,FGFR1,1.0
JAK2,SOCS3,1.0
EPOR,JAK2,1.0
IFNGR1,JAK2,1.0
JAK2,STAT5B,1.0
COL1A1,COL3A1,1.0
FGF18,FGFR2,1.0
PTK2,SRC,1.0
TLR1,TLR2,1.0
TIRAP,TLR2,1.0
CBL,SRC,1.0
ARRB1,SRC,1.0
PDGFRB,SRC,1.0
TLR2,TLR4,1.0
HSP90AA1,SRC,1.0
GRB2,SRC,1.0
PTK2B,SRC,1.0
SRC,SYK,1.0
SHC1,SRC,1.0
ALDOA,GAPDH,1.0
LIF,LIFR,1.0
FH,SDHB,1.0
HCLS1,SRC,1.0
RPL11,RPS4X,1.0
RPL11,RPS7,1.0
MRPL12,RPL11,1.0
CTNNB1,SRC,1.0
CRK,SRC,1.0
ASH2L,WDR5,1.0
ASH2L,PAXIP1,1.0
ASH2L,KMT2C,1.0
MRPL21,RPL11,1.0
RPL11,RPS10,1.0
RPL11,RPSA,1.0
MDM2,RPL11,1.0
RBBP4,SAP18,1.0
EZH2,RBBP4,1.0
EED,RBBP4,1.0
ABHD5,PNPLA2,1.0
GLB1,NEU1,1.0
FKBP4,HSP90AA1,1.0
HSP90AA1,SUGT1,1.0
HSP90AA1,STIP1,1.0
RBBP4,SAP30,1.0
RNF8,UBE2N,1.0
HSP90AA1,PPID,1.0
HSP90AA1,PTGES3,1.0
DNAJB1,HSP90AA1,1.0
AHSA1,HSP90AA1,1.0
CTSA,NEU1,1.0
CD47,THBS1,1.0
KIT,KITLG,1.0
CD36,THBS1,1.0
DLD,DLST,1.0
F10,F2,1.0
POLR1C,POLR3K,1.0
NCF1,RAC2,1.0
NCF4,RAC2,1.0
NCF2,RAC2,1.0
POLR1C,POLR3F,1.0
POLR1C,POLR2F,1.0
KIF23,RACGAP1,1.0
F10,F3,1.0
CRCP,POLR1C,1.0
POLR1C,POLR2K,1.0
JARID2,RBBP4,1.0
POLR1C,POLR2E,1.0
F3,F7,1.0
RMDN3,VAPB,1.0
HSPG2,NID1,1.0
PSMB7,PSMB9,1.0
PSMB2,PSMB7,1.0
PSMB3,PSMB7,1.0
NEDD8,SENP8,1.0
RPS10,RPS4X,1.0
PSMA3,PSMB7,1.0
PSMB1,PSMB7,1.0
RPS4X,RPSA,1.0
PSMB7,PSMD7,1.0
RPS14,RPS4X,1.0
EIF4E,EIF4EBP1,1.0
PSMA6,PSMB7,1.0
PSMA4,PSMB7,1.0
PSMA5,PSMB7,1.0
PSMB7,PSMD4,1.0
DERL1,VCP,1.0
RPS4X,RPS7,1.0
MRTO4,NIP7,1.0
BCL2L11,BCL2L2,1.0
STX17,VAMP7,1.0
SNAP29,STX17,1.0
STX17,VAMP8,1.0
ISG15,UBA7,1.0
GABBR1,GABBR2,1.0
PSMB5,PSMB7,1.0
PSMB4,PSMB7,1.0
PSMB7,PSMD6,1.0
QTRT1,QTRT2,1.0
PSMA1,PSMB7,1.0
PSMB7,PSMC3,1.0
PSMB7,PSMD11,1.0
ATXN3,VCP,1.0
CBX3,H3C1,1.0
SNAP23,VAMP8,1.0
CD72,SEMA4D,1.0
RPL11,RPL38,1.0
CFLAR,RIPK1,1.0
BIRC3,RIPK1,1.0
FADD,RIPK1,1.0
IKBKG,RIPK1,1.0
RIPK1,TNFRSF1A,1.0
BIRC2,RIPK1,1.0
CASP8,RIPK1,1.0
RIPK1,TNF,1.0
CYLD,RIPK1,1.0
RIPK1,TRADD,1.0
SNAP23,STX3,1.0
SNAP23,VAMP3,1.0
SNAP23,VAMP2,1.0
SNAP23,VAMP7,1.0
SNAP23,STX2,1.0
SNAP23,STX4,1.0
CD44,RDX,1.0
EZR,RDX,1.0
CBX3,EHMT2,1.0
CCL21,CXCL12,1.0
RPL12,RPS4X,1.0
CCL21,CXCL11,1.0
CCL21,CXCL10,1.0
CCL21,CXCL9,1.0
GTF2F2,POLR2E,1.0
PLXND1,SEMA3E,1.0
RDX,SLC9A3R1,1.0
DLL4,NOTCH2,1.0
DLL4,NOTCH1,1.0
MSN,RDX,1.0
CDC37,HSP90AA1,1.0
NTN1,UNC5B,1.0
EFNB2,EPHB2,1.0
EFNB2,EPHB1,1.0
EED,JARID2,1.0
EFNB2,EPHB3,1.0
TNFRSF13C,TNFSF13B,1.0
TNFRSF13B,TNFSF13B,1.0
PSMA6,PSMB2,1.0
PSMA6,PSMB9,1.0
PSMA3,PSMA6,1.0
PSMA6,PSMB3,1.0
ARL2,ARL2BP,1.0
PSMA6,PSMB1,1.0
EZH2,JARID2,1.0
PSMA4,PSMA6,1.0
PSMA6,PSMD6,1.0
PSMA6,PSMB5,1.0
PSMA6,PSMB4,1.0
TNFRSF17,TNFSF13B,1.0
PSMA1,PSMA6,1.0
EFNB2,EPHB4,1.0
C3,CFP,1.0
PRKN,SNCAIP,1.0
BIRC2,TRADD,1.0
CASP8,TRADD,1.0
SNCA,SNCAIP,1.0
F8,VWF,1.0
SELP,VWF,1.0
TRADD,TRAF1,1.0
TNF,TRADD,1.0
CFLAR,TRADD,1.0
FADD,TRADD,1.0
TNFRSF1A,TRADD,1.0
CSNK2A2,CSNK2B,1.0
CSNK2A1,CSNK2B,1.0
EFNB2,EPHB6,1.0
PSMA6,PSMD11,1.0
HSP90AA1,NOS3,1.0
SNRPB2,SNRPE,1.0
FGF3,FGFR2,1.0
FGF3,FGFR1,1.0
BCL2L1,BID,1.0
DDX39B,THOC1,1.0
GIP,GLP1R,1.0
GCG,GLP1R,1.0
PSMD7,USP14,1.0
PSMD6,USP14,1.0
UCHL5,USP14,1.0
PSMC5,USP14,1.0
PSMA3,PSMB2,1.0
PSMB2,PSMB9,1.0
PSMC3,USP14,1.0
PSMD11,USP14,1.0
PSMD4,USP14,1.0
PSMA4,PSMB2,1.0
PSMB1,PSMB2,1.0
PSMB2,PSMD7,1.0
SNRPB2,SNRPD3,1.0
PSMA6,PSMC3,1.0
SNRPB2,SNRPD2,1.0
PSMA6,PSMC5,1.0
PSMA6,PSMD4,1.0
PSMA6,PSMB10,1.0
CPOX,UROD,1.0
BARD1,RAD51,1.0
GAPDH,PGK1,1.0
PHGDH,PSAT1,1.0
DSG2,PKP2,1.0
SNRPA1,SNRPB2,1.0
SNRPB2,SNRPG,1.0
LRP5,LRP6,1.0
LRP6,SOST,1.0
GRB2,PTK2,1.0
ACVR2B,MSTN,1.0
FSTL3,MSTN,1.0
EIF2S1,RPS3,1.0
CDH17,CTNNB1,1.0
CDH1,CTNNB1,1.0
CTNNB1,TCF4,1.0
CTNNB1,HNF4A,1.0
RPS14,RPS7,1.0
RPL12,RPS7,1.0
RPL38,RPS7,1.0
RPS10,RPS7,1.0
RPS7,RPSA,1.0
PTK2,SOS1,1.0
DKK2,LRP6,1.0
FST,MSTN,1.0
HDAC6,HSP90AA1,1.0
HSP90AA1,STUB1,1.0
IARS1,MARS1,1.0
ARHGEF7,CDC42,1.0
MARS1,YARS1,1.0
CTNNA1,CTNNB1,1.0
AXIN2,CTNNB1,1.0
CTNNB1,CTNNBIP1,1.0
HSPB1,MAPKAPK2,1.0
CDH5,CTNNB1,1.0
CREBBP,CTNNB1,1.0
CTNNB1,RUVBL1,1.0
CTNNB1,SMAD3,1.0
RPL5,RPS7,1.0
RUVBL1,YEATS4,1.0
MORF4L1,YEATS4,1.0
UCK1,UPRT,1.0
GLO1,HAGH,1.0
KIF3A,KIF3B,1.0
CLEC7A,SYK,1.0
CANX,PDIA3,1.0
BTK,SYK,1.0
PLCG2,SYK,1.0
MPL,THPO,1.0
ISCU,MOCOS,1.0
DKK1,LRP6,1.0
DKK4,LRP6,1.0
UCK2,UPRT,1.0
CCNH,MNAT1,1.0
KAT5,YEATS4,1.0
FANCL,UBE2T,1.0
HJV,NEO1,1.0
NEO1,NTN1,1.0
PDCD1,PDCD1LG2,1.0
SYT1,VAMP2,1.0
CPLX1,SYT1,1.0
SNAP25,SYT1,1.0
S100A13,SYT1,1.0
AIM2,PYCARD,1.0
CASP5,PYCARD,1.0
DOHH,EIF5A,1.0
DHPS,EIF5A,1.0
CUBN,LRP2,1.0
BRAF,KRAS,1.0
KRAS,RAF1,1.0
GNAQ,PLCB1,1.0
EDA,EDAR,1.0
ALAD,HMBS,1.0
HMBS,UROS,1.0
BMP10,BMPR2,1.0
BMP4,BMPR2,1.0
BMPR1B,BMPR2,1.0
ACVR1,BMPR2,1.0
GDF15,GFRAL,1.0
BMPR1A,BMPR2,1.0
BMP7,BMPR2,1.0
IL31,IL31RA,1.0
EIF2S1,EIF2S2,1.0
KRAS,SOS1,1.0
BMPR1B,GDF5,1.0
MOB4,SLMAP,1.0
CCNA1,CDKN1A,1.0
DKK1,KREMEN1,1.0
DKK1,LRP5,1.0
KIR2DL3,KIR2DL4,1.0
BIRC2,DIABLO,1.0
RFX5,RFXAP,1.0
MED10,MED4,1.0
MED10,MED11,1.0
MED10,MED28,1.0
EED,EZH2,1.0
NTS,SORT1,1.0
EIF2AK4,EIF2S1,1.0
ATG4B,MAP1LC3B,1.0
FGF1,FGFR3,1.0
MAP1LC3B,NBR1,1.0
MAP1LC3B,SQSTM1,1.0
JAG1,NOTCH2,1.0
DLL1,NOTCH2,1.0
FADD,FAS,1.0
FAS,TNFRSF1A,1.0
FAS,FASLG,1.0
CASP8,FAS,1.0
MTHFD1,SHMT1,1.0
FST,INHBA,1.0
HSPG2,NID2,1.0
MADCAM1,SELL,1.0
CD34,SELL,1.0
FUNDC1,MAP1LC3B,1.0
EIF2S1,EIF3B,1.0
EIF2B1,EIF2S1,1.0
IL7R,TSLP,1.0
CCNB1,PLK1,1.0
ANAPC10,CCNB1,1.0
EPO,EPOR,1.0
IL21,IL21R,1.0
JAG1,NOTCH1,1.0
DLL1,NOTCH1,1.0
CBR4,HSD17B8,1.0
STX12,VTI1A,1.0
NGFR,SORT1,1.0
ACTN4,VCL,1.0
STX12,STX6,1.0
STX12,VAMP4,1.0
NAE1,UBE2M,1.0
UBA3,UBE2M,1.0
SNRPA1,SYF2,1.0
SNRPA1,SNRPD3,1.0
SNRPA1,SNRPE,1.0
RBM22,SNRPA1,1.0
TNFRSF25,TNFSF15,1.0
SNRPA1,SNRPG,1.0
SNRPA1,SNRPD2,1.0
ASCC1,ASCC2,1.0
ELMO2,RHOG,1.0
NR0B2,NR5A2,1.0
B2M,CD1D,1.0
LGALS3,LGALS3BP,1.0
INIP,INTS3,1.0
MOCS3,URM1,1.0
IRAK4,TLR4,1.0
BUD31,SNRPA1,1.0
NEDD8,UBE2M,1.0
EMC2,EMC8,1.0
GRAP2,LAT,1.0
SNF8,VPS25,1.0
CHMP6,VPS25,1.0
EEF1A1,EEF1B2,1.0
IL2RG,IL7,1.0
IL15,IL2RG,1.0
IL2RB,IL2RG,1.0
IL15RA,IL2RG,1.0
EEF1A1,EEF1G,1.0
IL2RG,IL4R,1.0
POLE2,POLE3,1.0
IL2RG,IL7R,1.0
PLAU,PLAUR,1.0
SNRPA1,SNRPC,1.0
SNRPA,SNRPA1,1.0
HSPD1,TLR4,1.0
TIRAP,TLR4,1.0
CHMP6,VPS4A,1.0
DKK1,KREMEN2,1.0
VPS4A,VTA1,1.0
JAG1,NOTCH3,1.0
FOXO3,SIRT1,1.0
CPLX1,SNAP25,1.0
SNAP25,VAMP3,1.0
SNAP25,VAMP2,1.0
TNNI3,TNNT2,1.0
TNNT2,TPM1,1.0
UBA1,UBE2D2,1.0
DCUN1D1,UBE2M,1.0
CHMP1A,VPS4A,1.0
CAMK2A,CAMK2B,1.0
CALCR,RAMP1,1.0
EZR,MSN,1.0
EZR,SLC9A3R1,1.0
ARID1A,SMARCC1,1.0
PBRM1,SMARCC1,1.0
TICAM2,TLR4,1.0
PRKN,SNCA,1.0
AP1G2,AP1S2,1.0
TIMM10,TIMM10B,1.0
STX3,VAMP3,1.0
STX3,VAMP2,1.0
EIF3G,EIF3J,1.0
EIF3B,EIF3G,1.0
EIF3G,EIF5,1.0
STX3,VAMP8,1.0
BCL10,MALT1,1.0
APOE,LRP2,1.0
RRM1,RRM2B,1.0
CDON,DHH,1.0
DHH,HHIP,1.0
STX6,VAMP4,1.0
STX6,VAMP8,1.0
SNAP29,STX6,1.0
STX6,VTI1A,1.0
STX6,VAMP3,1.0
APBB1,KAT5,1.0
KAT5,RUVBL1,1.0
KAT5,MORF4L1,1.0
HJV,TFR2,1.0
CDH5,KDR,1.0
UBE2N,UBE2V1,1.0
PARK7,PRKN,1.0
EIF2S2,EIF5,1.0
ACVR2B,GDF11,1.0
ACVR2A,GDF11,1.0
EIF4A3,MAGOHB,1.0
DDX39B,EIF4A3,1.0
UBE2L3,UBE3A,1.0
PDCD6IP,TSG101,1.0
HGS,TSG101,1.0
MVB12B,TSG101,1.0
TSG101,VPS28,1.0
CCT7,TCP1,1.0
CCT7,CCT8,1.0
MDM2,UBE2D2,1.0
MDM2,MDM4,1.0
AGER,S100A12,1.0
COX5B,COX6A2,1.0
BCL10,IKBKG,1.0
CTLA4,ICOSLG,1.0
CD86,CTLA4,1.0
IGF1R,IGF2,1.0
IGF1R,INS,1.0
NEDD8,UBA3,1.0
NAE1,NEDD8,1.0
COPS5,NEDD8,1.0
TANK,TBK1,1.0
IKBKG,TANK,1.0
IGF1,IGF1R,1.0
IGF1R,SHC1,1.0
IL1R1,IL1RN,1.0
C3,ITGAM,1.0
ITGAM,ITGB2,1.0
NCBP1,SRRT,1.0
DHX58,IFIH1,1.0
COX5A,COX5B,1.0
PLXNC1,SEMA7A,1.0
MED28,MED4,1.0
MED11,MED4,1.0
MED1,MED4,1.0
F2,FGG,1.0
FGB,FGG,1.0
ACVR2B,INHBA,1.0
HLA-C,KIR2DL1,1.0
KIR2DL1,KIR2DL3,1.0
BIRC3,TRAF1,1.0
EIF2B1,EIF2S2,1.0
NDUFA2,NDUFB4,1.0
APOE,LRP1,1.0
APOA2,APOE,1.0
ADGRL3,FLRT3,1.0
B2M,FCGRT,1.0
B2M,CD1A,1.0
STUB1,UBE2D1,1.0
B2M,HLA-E,1.0
TIMM10,TIMM13,1.0
TIMM10,TIMM8A,1.0
PSMA1,PSMB9,1.0
NECTIN2,TIGIT,1.0
NECTIN2,NECTIN3,1.0
CBLIF,CUBN,1.0
PSMB10,PSMB9,1.0
APOE,CLU,1.0
APOE,LRP8,1.0
MAPK1,MKNK1,1.0
IL17F,IL17RC,1.0
C3,VSIG4,1.0
MAP1LC3A,SQSTM1,1.0
IL17A,IL17RC,1.0
PSMB4,PSMB9,1.0
B2M,CD1B,1.0
B2M,TAPBP,1.0
B2M,LILRB1,1.0
B2M,HLA-G,1.0
B2M,PDIA3,1.0
B2M,HLA-C,1.0
APOA1,APOE,1.0
APOE,APP,1.0
DLG4,NLGN1,1.0
KLRK1,MICB,1.0
BAIAP2,CDC42,1.0
CDC42,WAS,1.0
ARHGAP1,CDC42,1.0
BIRC2,TRAF1,1.0
BCL2L1,HRK,1.0
NDUFA2,NDUFB8,1.0
NDUFA2,NDUFA5,1.0
NDUFA2,NDUFS4,1.0
RMI1,RPA2,1.0
CREBBP,MYB,1.0
PSMB3,PSMB9,1.0
PSMA3,PSMB9,1.0
PDGFC,PDGFRA,1.0
PDGFB,PDGFRA,1.0
PDGFD,PDGFRA,1.0
PSMB1,PSMB9,1.0
FGFR4,KLB,1.0
KRT14,KRT5,1.0
FGF19,KLB,1.0
FGFR1,KLB,1.0
PSMA4,PSMB9,1.0
HSPA9,HSPD1,1.0
PLXNA4,SEMA6A,1.0
KLRK1,RAET1L,1.0
