,Gene,AnomalyScore
3332,OTX1,2.4019039
2999,ADAM8,2.4009538
5770,FRRS1L,2.3995707
1143,FAM171A2,2.3994908
5968,CENPV,2.3994582
3053,STK10,2.3970585
5694,DCLK3,2.3968835
1093,B4GALT1,2.3967597
2693,TTC32,2.3962994
2954,TRPT1,2.3962078
985,OSBPL11,2.3948367
4489,ADAMTS13,2.3927107
3718,LACC1,2.392531
4134,HECW2,2.3923242
2690,TPGS2,2.3922985
3686,KDF1,2.3914635
5961,CA5A,2.3908906
3870,LRSAM1,2.3902912
2256,ARL5A,2.388068
2498,OSTM1,2.38727
234,BRAT1,2.3868399
739,METTL1,2.3855064
6356,CNMD,2.3853347
4057,PCDH1,2.3852277
3879,SPATA24,2.3845475
1457,ADM,2.3841276
3104,NLGN4Y,2.3833137
1607,IFNA4,2.3829873
592,PCDHGB1,2.3807957
850,SCIN,2.3804
5905,VSIG1,2.3781748
5285,CGREF1,2.3772388
934,DNAJC27,2.3760095
5796,TPST2,2.3757799
1067,CD177,2.3748767
6344,ARID1A,2.3736932
2842,CBR4,2.3735137
6225,PLA1A,2.3731422
5766,POTEM,2.372133
751,ERVV-1,2.3706965
2244,ALKBH2,2.369664
237,C6orf89,2.368038
3280,C2orf73,2.3673577
6112,LGALS7,2.3671265
2172,GAGE2D,2.3668385
5651,RNF148,2.365624
6284,DNAJC11,2.3643336
2582,MEP1A,2.3640459
358,RIC3,2.361401
394,CSNK1D,2.3599708
3111,FUT11,2.3598204
2802,DBNDD1,2.3595514
4799,BOC,2.3585277
6373,PCDHB10,2.3580713
6246,PRRG4,2.35762
3678,MNAT1,2.3562918
3690,RRAD,2.3552973
2927,SPAG7,2.3550324
3336,CCDC59,2.3549104
4241,ARID3C,2.353555
5447,LINGO1,2.3530898
4849,PLXNC1,2.3518598
6281,RNF150,2.3500934
220,VSIG10,2.3478925
5610,CKAP4,2.3477585
672,A1CF,2.3477044
3413,LYPD8,2.347294
5776,C1orf226,2.3451817
5918,RARRES1,2.3445888
3542,C22orf23,2.3445256
6137,IL17C,2.3444035
3526,RAB33A,2.343881
5861,TYMSOS,2.343465
2847,YAE1,2.3429964
39,ACBD6,2.3425531
5540,PDILT,2.341187
1045,CETN2,2.340767
4223,MSANTD2,2.3404922
3843,CPNE7,2.3403342
6152,B3GNT8,2.3396752
3560,CHAC1,2.339547
5812,AGGF1,2.3391893
5296,ARHGAP36,2.3386602
801,AKR1C1,2.3378794
2791,PFDN4,2.3373322
6383,ATP4B,2.3371105
1107,WFDC6,2.3367877
4027,NHLRC2,2.3362892
2087,CLIC2,2.333905
4958,ADSL,2.3336227
893,KIF22,2.3335602
5684,SPATA9,2.3334012
1496,NET1,2.3333902
2671,HMGN3,2.3333755
1958,GOLM1,2.3331532
6256,ZNF275,2.332942
1636,ANPEP,2.332375
698,MYNN,2.3318138
3318,GEMIN7,2.3312938
2428,PTP4A3,2.3306348
5369,ASPN,2.3306062
3979,PLEKHB1,2.3304932
2583,MERTK,2.3298845
5435,SAYSD1,2.3293846
5936,ERMAP,2.3276377
4028,SCRN3,2.327532
4361,FGA|FGB|FGG,2.3274522
205,ADGRG2,2.3270333
4326,PLA2G2A,2.3260324
6076,IGSF9B,2.3250623
5697,SMR3A,2.3246436
2169,GAGE2A,2.3237324
2162,CYB5R1,2.3234718
5541,RMDN1,2.3231754
225,A4GNT,2.3226829
6328,CDKN2B,2.3223908
1227,NEURL1,2.321002
209,LRRC52,2.3207273
5669,CARD19,2.3202734
1480,RFFL,2.32017
3660,ERMN,2.3200967
3955,CT45A1,2.3184767
4841,FUT3,2.3183208
4009,EPS8L1,2.3178697
1787,C1QTNF9,2.3149202
3938,FAM92A,2.314762
3014,CLUL1,2.312364
3468,TRIM54,2.3120227
2223,PSAT1,2.3117049
2638,ITGAV|ITGB8,2.309208
3835,OCLN,2.3088546
431,AQP4,2.3076878
4198,AMOT,2.3066902
1163,HNRNPR,2.3064506
1346,AGAP3,2.3063614
860,DIMT1,2.30603
2754,CD300LG,2.305869
5805,FAM177A1,2.3054714
3369,LCNL1,2.3048801
5838,RHEX,2.304764
700,ADI1,2.3034494
910,ZNF774,2.3028924
2386,POLD4,2.302859
2884,DUSP10,2.3023088
259,CLEC2A,2.3021386
2688,PCP4L1,2.301083
6057,BTNL8,2.301026
3121,HS2ST1,2.300002
3340,ANP32C,2.2998145
4882,ANG,2.299448
210,CD300E,2.2988646
898,TMEM8B,2.2980607
3674,HSH2D,2.2973442
564,SLCO5A1,2.2968307
519,KRT72,2.2962499
4052,RFX5,2.2941194
3871,SYCE1L,2.29361
4154,EEF2KMT,2.2929225
6056,AHSP,2.2927544
508,CYGB,2.2921126
5687,IGFBPL1,2.291323
3950,DNAJB13,2.2909455
1550,CST6,2.290588
5113,DEFB108B,2.289156
1866,ALPL,2.2889397
129,ITM2C,2.2882588
5614,COCH,2.2880833
2550,IGFBP5,2.2855353
5572,NGRN,2.28529
995,PAXIP1,2.28518
5848,C18orf32,2.2849588
3849,C20orf202,2.284845
1674,CSRP1,2.284613
5470,LRRC3,2.284062
3275,BRMS1L,2.2835133
4010,VPS9D1,2.2835073
6035,B4GALNT1,2.2831373
3580,FAM9B,2.2830634
3645,GDAP1L1,2.282656
731,GPR68,2.2819967
5190,ACP6,2.2817774
1897,OGN,2.2810333
4013,KLHL14,2.2805612
5821,MYORG,2.2801635
2625,CSNK1G1,2.278816
4834,BST1,2.2775993
1895,SULT2B1,2.277571
5891,GRAMD1C,2.27752
107,ACRV1,2.2773497
855,ARPC1B,2.2769306
4675,CA9,2.2767134
3886,CMTR1,2.2763278
515,NFATC4,2.2761924
6227,SPATA31D4,2.2761307
3923,HID1,2.2756608
3615,FNDC8,2.2733629
3005,COQ10A,2.2731888
1182,CNEP1R1,2.2730398
3619,KCNAB3,2.272534
4933,GPC5,2.2723143
602,PTPRH,2.2718263
2096,ATG3,2.271572
3320,ATF5,2.2715442
1091,CYB561D1,2.270348
5798,MCCD1,2.2686026
3985,CCDC149,2.2684011
3052,C1QTNF4,2.2681336
5793,VSIG2,2.2661114
3731,C19orf53,2.2656927
2840,ZC4H2,2.2656002
5680,CHST1,2.2653508
5559,LAIR2,2.2632248
5202,KLK9,2.2627494
5040,MAP3K7|TAB1,2.262444
5431,HRC,2.2624314
319,FAM162B,2.2617583
5751,SLC66A1L,2.2615187
5835,TBXAS1,2.260796
3810,PTER,2.2596638
1659,ATRN,2.2595913
4023,CAPN13,2.2594762
2342,PTGR2,2.2584443
3427,BTN2A2,2.2573326
555,SLC6A9,2.2567513
2664,MOSPD1,2.2555437
2083,TREX2,2.255272
4572,PRKCI,2.2531214
2079,SNRPD2,2.2522118
3152,ACY3,2.251944
1986,APOA4,2.2514985
4566,ECM1,2.2507794
6099,IL36G,2.2494943
4959,RB1,2.249252
2272,C4A|C4B,2.2472765
5408,KIAA2013,2.246626
1043,ANP32A,2.2463996
3728,PADI1,2.2456694
5791,DNAJC4,2.2447171
277,IGHA1|IGHA2,2.24402
2373,HSF2BP,2.2437534
772,TNFAIP8,2.2429607
3627,C16orf72,2.2419453
326,LPCAT2,2.2408552
2535,SUMO2,2.2393367
5191,CARTPT,2.2387176
4215,IFRD1,2.236992
5637,CRELD1,2.235902
3854,KDM8,2.234251
38,BRD2,2.2341094
3896,AFAP1L2,2.2332137
199,ADAM7,2.2325997
5768,WFDC11,2.2313094
5547,OOSP2,2.2312531
3930,TRIML1,2.2306898
1612,SERPINB5,2.2301598
635,TRIB2,2.2296247
4403,ARTN,2.2273285
1228,ANXA10,2.2263327
2085,ANXA13,2.225141
5117,NPFF,2.2247355
115,DPEP1,2.224721
5576,PCDHA4,2.2246995
3196,ITGAL|ITGB2,2.2245944
2423,BLNK,2.2240973
5630,CHST14,2.2229068
74,B4GALT5,2.2228587
101,MAGEA4,2.2227824
3357,HMX2,2.2212698
4416,CLEC11A,2.221266
3553,RNF141,2.220915
5441,IGFALS,2.220882
538,ERH,2.2194362
6177,DLK2,2.2179255
3664,MBLAC2,2.2176275
1356,BARD1,2.2170565
5664,CLPSL2,2.2167428
82,CLMP,2.2157722
6002,LRRC37A2,2.214756
4820,LRRTM3,2.2138402
3,ELK1,2.2135959
3481,ZNF69,2.2134042
5673,LILRA5,2.2132616
697,NTMT1,2.2107685
3264,ASB8,2.2104053
2641,DYRK2,2.2102454
5800,DRGX,2.2086968
4335,CSF3R,2.2069585
927,SGF29,2.2044427
1526,ZNF526,2.2030604
5116,FAM172A,2.2011793
6070,RSRP1,2.2006667
1875,KIR2DS4,2.1999214
4144,CYSRT1,2.1989932
4733,AGER,2.1985755
17,SIGLEC12,2.1984951
223,B4GALT6,2.1975172
2192,BCCIP,2.1962392
5792,FOXRED1,2.1945307
3885,ZNF580,2.1936216
3697,METTL21C,2.1922054
1661,LRP12,2.1918068
5690,PLAAT2,2.1913264
907,BACH2,2.191125
1314,RAP1GAP,2.1903546
2576,ATP5IF1,2.1895285
5357,TAFA2,2.1891572
5602,CEACAM21,2.188702
455,PLSCR3,2.1881962
931,ZNF566,2.187983
5660,RNF215,2.1874216
2239,ADPRH,2.1861928
5349,LIPK,2.1855738
2168,CARD17,2.185196
559,CLINT1,2.1832564
1871,S100A8|S100A9,2.1830173
5677,CCDC90B,2.1820893
3523,DNAJB3,2.181618
4270,FCGBP,2.1807685
5287,STMN4,2.1796484
2789,RTL6,2.179618
5074,NPPA,2.1783957
4637,ADIPOQ,2.1780725
2078,RERG,2.1780024
4330,PROS1,2.177343
580,LRIT2,2.1768596
5693,ABHD12,2.1763916
3856,CTSG,2.175561
760,ZNF560,2.172116
5964,HEPACAM,2.1720207
4811,ADAM12,2.1715994
4518,ACAN,2.170675
3519,SPATC1L,2.1696303
6100,PSD2,2.1695936
941,ZNF415,2.1692502
3977,CLIC3,2.1690824
3719,CCDC89,2.1689022
4868,SERPINA6,2.1684864
2665,RBM18,2.1673887
5422,HEPACAM2,2.1673548
3197,ITGA2|ITGB1,2.167339
2514,CINP,2.1672976
5268,IFNA8,2.1666787
3060,KCTD4,2.1666117
923,APBB3,2.166352
5925,GH1,2.166342
771,PKN1,2.166105
3539,SPATA33,2.1649706
805,ASH1L,2.1640713
1530,DUSP16,2.1623175
6007,LRTM2,2.1621897
5685,C1QTNF5,2.16196
4992,KIR3DS1,2.161462
5346,ADGRF5,2.1597161
5904,C1orf115,2.1563852
4559,CDK2|CCNA2,2.1549447
318,EQTN,2.1531575
5672,CLEC2B,2.1529744
5160,DEFB112,2.1529179
3198,ITGA5|ITGB1,2.152772
2675,OXLD1,2.1523192
669,TPRKB,2.1515384
4292,CRLF1|CLCF1,2.1513467
6233,B3GALT1,2.1506622
4844,HDGFL2,2.1504798
3395,PHYHD1,2.149718
5831,C1orf210,2.14811
1528,CTCF,2.147994
1312,IL12B,2.1469324
6243,MNX1,2.1459515
3589,BMERB1,2.1449602
2661,SVBP,2.142342
1014,STAU2,2.1422095
983,UBTD2,2.1419327
5731,MDM1,2.1415713
2364,RPRD1B,2.141051
5545,CABP7,2.140716
3954,REM1,2.1405969
6272,NQO2,2.1403928
1494,BLMH,2.138867
3921,BCL11A,2.1388538
440,ADH7,2.138777
1466,AMIGO2,2.1368973
3089,ELFN2,2.1364586
1090,SYNGR3,2.1363766
127,TEX29,2.1354685
5595,IFNW1,2.135095
2221,PSMB3,2.134866
5527,FAM209B,2.1330965
2222,PSMB4,2.1328137
1696,FANK1,2.129508
1478,SCP2D1,2.1281235
2627,NRN1L,2.128042
1161,SLC26A11,2.1267323
328,TSSK1B,2.1253107
3932,RIPPLY3,2.1251917
1770,ACVRL1,2.1239388
5777,IQCF1,2.123252
2166,CCDC25,2.1224492
1273,NAB2,2.122223
1146,TMEM87B,2.121886
2374,DAP,2.1184554
5840,TMEM234,2.117496
1865,PLXNB3,2.1156726
4240,NFIA,2.114394
2872,MRM2,2.111837
4806,DHH,2.1118267
5881,ZG16B,2.1117618
2984,CGB3,2.1099892
6067,CNTNAP5,2.1096275
3277,BTG4,2.1086915
4622,FGF17,2.1071336
5455,UBB,2.1066785
1166,SCAMP5,2.105793
3862,NARF,2.1048167
5280,NECTIN2,2.1047797
2829,CETN1,2.104332
159,SPINK13,2.102522
2735,DEFB127,2.102328
140,SFTA2,2.1020975
371,PAPLN,2.1016347
906,CSDC2,2.1014948
177,WFDC10B,2.1004488
3091,LRRC4,2.0995574
6184,LRRC4C,2.0994241
4542,MATN2,2.0983543
3858,BMT2,2.0980227
1132,PXDN,2.0976262
2648,TM2D1,2.0973926
5941,HIKESHI,2.0972612
1406,EFNA4,2.097157
2777,TATDN3,2.0963187
2559,CD81,2.09571
5909,LDOC1,2.094608
6039,SERAC1,2.0940053
4372,SPINT1,2.0922334
3688,ABI3,2.088964
3867,MBNL1,2.0885262
6131,LYG1,2.0885112
3321,C11orf49,2.0875142
813,PTPN9,2.0866108
1096,EHF,2.085824
3446,SPANXN3,2.085483
6382,ZNF264,2.0850067
6098,ADAMDEC1,2.0836897
202,KERA,2.083027
1695,EPHA7,2.0827708
1665,BCHE,2.0818331
522,BCAP29,2.0804453
6249,RNF24,2.0804183
507,PHF3,2.0799701
5729,MRAP,2.079612
5391,EDN1,2.0791924
297,TMEM132C,2.0781188
1052,RSPO3,2.0741546
2639,IFIH1,2.0738716
2935,MRM1,2.0734298
5752,CUZD1,2.0728133
5477,NDST1,2.068656
1205,PSMD4,2.0680265
185,CD300LB,2.0666316
3708,CT83,2.0660226
946,GEM,2.0655842
5902,ELAPOR2,2.0639863
2613,OGG1,2.060778
3440,SMCO1,2.0593505
6146,CRISP2,2.0591028
5446,FCRL6,2.057964
6166,DEFB136,2.0575693
3524,COMTD1,2.0571663
5799,DNAJC18,2.0567174
3288,COQ6,2.0564826
3165,UNKNOWN,2.0538871
4850,RSPO2,2.0537443
4427,H1-2,2.052802
1173,PTCHD3,2.0520926
5092,STIP1,2.0517385
3581,DHRS11,2.051096
6338,AFAP1L1,2.04994
623,DUSP6,2.049399
5109,MFNG,2.0485072
4807,FGF12,2.047565
4033,OGFR,2.047154
1284,CDNF,2.0466669
132,LYSMD3,2.043801
1105,WFIKKN2,2.0432756
3632,CASTOR1,2.042307
241,SCGN,2.0420413
4071,DNPEP,2.0420122
5846,ITIH5,2.0404725
3555,LRRC20,2.0393326
5718,TSSK2,2.0392153
5482,PMEPA1,2.0382924
3779,M1AP,2.0366244
3397,PLAC8L1,2.0356812
4420,CNTN1,2.0346582
5993,CLN5,2.0341773
1977,CBLIF,2.033966
5878,PRRG1,2.033003
742,PDCD5,2.0321803
5815,FAM171B,2.0316474
3924,HES3,2.030504
4347,ULBP3,2.0300028
5389,CPZ,2.0282216
1446,TPSG1,2.0272558
734,CHMP3,2.0264966
3063,GBA3,2.0259829
5323,DLK1,2.0256686
5219,S100A12,2.0253243
671,ALOX15B,2.0252924
5313,DEFB128,2.0244358
375,TRABD,2.0241718
1551,AZU1,2.0237749
4217,SCCPDH,2.0235744
2396,CYRIB,2.023175
1080,LTBP4,2.0225983
5390,SPACA5,2.0225866
2149,CDK2AP2,2.0214152
1698,FCRLB,2.0199978
1119,MAZ,2.019926
5985,CA11,2.0197916
5078,COLEC12,2.0185013
4132,ZBTB7A,2.0184045
4410,IGF1,2.0183783
4123,RAD18,2.017987
5622,CELF2,2.0154362
5742,SMCO2,2.0153966
4350,C1QA|C1QB|C1QC,2.0145147
663,DIRAS3,2.0137076
768,NOVA1,2.0124555
614,HSPA1L,2.0121539
3803,VSIG10L,2.0119827
5142,ENDOU,2.011867
5274,KLK10,2.01157
3290,CREBL2,2.0109763
3303,EXOG,2.0094693
5616,TMPRSS11A,2.0078516
2258,ARL9,2.0078192
1217,ANXA9,2.0076363
5384,BPIFA1,2.0068004
3246,AADAT,1.9990581
1720,PSG1,1.9961332
5140,PRSS37,1.9952655
6135,ABO,1.9944538
5570,WFDC8,1.9930375
222,EFCAB14,1.9888866
5521,ADAM23,1.9878109
5578,LACRT,1.9848039
15,DUSP4,1.9841208
6054,HAVCR1,1.9822264
1556,FGF8,1.9816669
5990,BTN2A1,1.9805853
875,H1-10,1.9784137
3153,CDKL2,1.9771519
797,EXOSC3,1.9763802
2741,PIK3IP1,1.9747202
4641,BMP10,1.9730146
3362,IQCD,1.972788
6180,CT55,1.9726971
2202,RTP4,1.9694698
1012,GPR107,1.9691905
4911,ANXA1,1.9676393
5440,NDNF,1.9667748
6212,METTL24,1.9658512
913,GPR142,1.9637431
6351,RRBP1,1.9636497
2255,ARL4D,1.9631089
809,ATG7,1.960674
6378,PRSS35,1.9605322
5111,TAFA5,1.9603702
4696,ZAP70,1.9602346
4032,EPS8L3,1.9602053
6345,KIF1C,1.9582814
2858,NPM2,1.9565244
3987,CFDP1,1.9563147
4063,VILL,1.9558873
3307,FAM86B1,1.955628
6194,TTC9B,1.954935
47,CRYAA,1.9533918
138,PUF60,1.9476514
5235,PSME1,1.9460224
239,LCTL,1.945147
6168,PSG9,1.9449357
3346,CBLC,1.9439543
1279,CAPSL,1.9438527
1766,BTLA,1.9437997
5955,EMILIN3,1.9426439
3684,HAGHL,1.9424326
726,NUDT16L1,1.942395
3510,ETV2,1.9421588
1221,THTPA,1.9408522
221,LINGO3,1.9400717
2861,CAPS,1.9393979
4172,ARHGAP24,1.9390265
3283,C4orf36,1.9382801
5452,CHST12,1.9380051
5727,FAM234B,1.9378775
6234,COG8,1.9344338
5276,CER1,1.9333309
4813,CHST6,1.9331411
267,SPINK7,1.9303938
6223,NXPH2,1.9292979
5321,ANGPTL7,1.927356
3067,CUTA,1.9253404
5374,PCDHGA1,1.922604
815,TRDMT1,1.9223647
5461,B3GAT3,1.9193861
3096,ADGRF2,1.9191777
2718,FAM3C,1.9190807
1202,RBL2,1.9182776
1034,SLC6A14,1.9172041
2816,BEND6,1.9142233
2626,MARCO,1.9119722
5544,CD2,1.9087569
5294,ALKAL2,1.9060322
1037,SLC6A16,1.9059964
2715,DSG2,1.9059662
5416,CFAP45,1.9044154
1711,PNLIP,1.9038869
1416,CD5,1.8982946
4117,ELP1,1.8980955
3504,HNMT,1.8970323
1293,KLK8,1.8966095
2672,PDE6H,1.896201
3851,CHTF8,1.8961155
4034,FOXP1,1.8954824
4434,MBL2,1.8949623
937,ZNF329,1.8940784
3375,MKX,1.8938196
3289,LAS2,1.8919454
1694,ENPP6,1.890292
2879,ELAVL2,1.8897517
1057,FAM3D,1.8872072
3741,SLFNL1,1.8858382
4170,ANKS3,1.885213
4393,TOP1,1.8829508
395,SCARA3,1.8825189
961,ZNF410,1.882499
1032,ATAD2,1.8811404
2333,S100Z,1.88046
5214,IFNGR1,1.8766103
1989,BTN3A3,1.8759614
3638,ABHD5,1.8741381
4260,ALOX5,1.8735924
3996,GOLPH3,1.8725557
3549,RAB37,1.8716861
6097,UMODL1,1.8686222
3024,GLT8D2,1.8681145
6037,CD200R1L,1.8667443
1729,COL10A1,1.865678
5213,GDNF,1.8645478
5686,ALPP,1.8627753
3037,AARSD1,1.8627278
1961,DHRS9,1.861151
5413,VSTM2L,1.8608516
3980,MAGIX,1.8597739
2723,CDH10,1.8596854
1437,FLT3LG,1.8591477
1650,A2ML1,1.8567973
474,GALK1,1.856728
4473,EDA2R,1.8501945
3768,DPH2,1.8499786
5700,PSG11,1.8481556
1764,CDH11,1.8454459
3970,GIMAP4,1.8442782
6248,SUSD1,1.842677
1167,ATP2A3,1.8415468
6102,CBARP,1.8411226
4711,SEZ6L2,1.8410712
917,HCN1,1.8403739
2328,PHEX,1.8400537
3016,HYOU1,1.8363918
5855,NOTUM,1.8338711
419,FANCF,1.8320689
4587,BCL2A1,1.8313806
594,LRRC4B,1.8303075
3574,KCTD1,1.8268911
5052,CKAP2,1.8260902
1826,APOL3,1.825267
504,FOXO3,1.8242375
1339,DDX23,1.8225691
2132,TCEA1,1.8216653
928,CCDC51,1.8162608
598,IGDCC3,1.815786
4098,ZBTB10,1.8143328
3191,FBLN7,1.8094
2996,MGMT,1.8080939
3521,XAGE2,1.8073014
4771,IGF1R,1.8072406
1122,DIXDC1,1.8049108
3621,ERGIC1,1.8043313
5112,FAM171A1,1.803658
518,ZNF23,1.8029913
5837,ADM2,1.8028423
1223,RAB31,1.79903
6257,PDGFRL,1.7977624
6059,MTPAP,1.7960013
2070,BPHL,1.7953737
5368,FABP6,1.7937977
3914,SHARPIN,1.7915914
2054,HPCAL1,1.7907166
4232,MLIP,1.7902946
6190,SMIM10,1.7844191
6050,TMEM25,1.7841295
26,NCF2,1.7826859
6130,SIRPG,1.7808354
1902,DUSP23,1.7788924
96,TXNDC11,1.777864
3335,SERTAD3,1.7775096
5377,QRFP,1.7763653
3444,SPATA22,1.775528
3416,ADCYAP1R1,1.7739558
5609,ATP1B2,1.7723897
3853,CRACR2A,1.7723876
4910,AGR2,1.7702135
2810,DUSP19,1.7701912
4592,TNFSF8,1.7682545
3274,BMI1,1.7665503
536,BRD1,1.7661756
5778,ASTL,1.76208
2826,SNTN,1.7614564
5458,ALPG,1.7597389
5709,PCDHGC3,1.7588836
530,ELAVL1,1.7555497
654,ARL1,1.7552435
3058,CDK15,1.753813
6158,PSG5,1.7533212
251,CYB5D2,1.753033
5981,SUN3,1.752799
5147,IL18,1.7527574
1063,BCL6,1.751031
6028,ERAP2,1.750215
2668,CHCHD7,1.7495134
3105,ADGRB1,1.7478191
3648,HORMAD2,1.7462023
1113,WFDC10A,1.7461904
6040,SCUBE1,1.7448848
6080,FAXDC2,1.7442319
4507,MEPE,1.7353048
5528,TSNARE1,1.7334306
5889,ETNK1,1.7306117
5505,ASPH,1.7300526
2747,FREM1,1.729521
5880,HYAL1,1.7282509
5154,C2orf66,1.7252251
2288,PRSS3,1.7249072
1099,DERL1,1.72348
3308,FBXO28,1.7230759
6093,LYSMD4,1.7215097
3304,FAM102B,1.721397
1740,NODAL,1.7211877
6175,FSTL4,1.7203996
1582,KNG1,1.718301
5914,CTSF,1.7182664
4801,CRP,1.7177949
4597,EPHA3,1.7123816
353,FGFBP3,1.712146
4460,IL4R,1.710868
2742,VSIG8,1.7091675
2211,MAGEA8,1.708656
4570,IL17RD,1.7085357
5034,STK17B,1.7081208
4214,SYT12,1.7023617
4212,SPANXN4,1.7019416
2324,PAFAH2,1.701609
4078,GFRA3,1.6994025
1591,CTSE,1.6982329
2733,CD1B,1.6971936
4867,OLFM4,1.6946222
5959,ABRAXAS1,1.6942968
936,IRF2,1.6940783
1035,PFN2,1.6927594
3326,HOXA5,1.6924345
2309,ADGRG1,1.6891356
4855,ADCYAP1,1.6887102
1102,ETV5,1.687414
369,UROS,1.685922
1645,LRP11,1.6845561
3292,CSAG2,1.6824541
5906,CDHR1,1.6814334
5465,TMCO5A,1.6813959
3828,C12orf65,1.6806523
4189,AZIN1,1.6803392
689,ANKRD27,1.6801354
6262,CD96,1.6788913
3090,ITGA4|ITGB1,1.6775327
5132,COLGALT1,1.6772516
3458,THAP11,1.6737341
1570,CCNA1,1.6717107
599,ARHGAP1,1.6707387
464,RECQL,1.6691353
2763,NECAP2,1.6687561
6119,NENF,1.6670715
2839,EED,1.666379
3915,CT45A3,1.6653389
289,TMEM167A,1.6638608
6159,WFDC1,1.660732
5347,INSL4,1.6599771
2562,EFHD1,1.6570646
3534,MED10,1.6569129
2783,GTSF1,1.6547583
4136,GFRA2,1.6543641
4128,PGM5,1.6534829
4924,DSC3,1.6519618
6282,TMEM52B,1.6513281
548,B3GALT2,1.6495446
1710,LIN7B,1.648921
1938,HSD17B11,1.64817
1914,STOML1,1.6471318
4435,NCR3,1.6426166
2290,CBX3,1.6420537
3636,RP2,1.6391015
411,CHFR,1.6376657
4619,FGF1,1.6357721
2347,TCEAL8,1.6321597
1988,TPP1,1.6316139
5780,DOC2B,1.6313488
1178,KCNG4,1.6308378
415,USB1,1.6306667
5746,EXOSC1,1.6291999
79,AGA,1.6291206
558,SOCS7,1.6271036
228,BTNL3,1.6258299
1083,IGHG2,1.625747
791,GCA,1.6243289
5516,CHST5,1.6239126
605,CD7,1.6204778
3315,GSC2,1.6194038
1685,GUSB,1.6190037
892,MPP7,1.6188916
2689,EMC2,1.6183146
2189,NAIF1,1.6150513
5648,STX2,1.6147517
5813,DGCR2,1.6071782
3876,HMX3,1.6069306
3068,GEMIN6,1.6066346
2584,MAT2A,1.6052854
1788,AKR1B1,1.6051198
5679,KIR2DL5A,1.6033113
2427,GSTT1,1.5993267
5489,ASIC4,1.599192
5195,CLPS,1.5968881
109,COL6A3,1.5964297
2537,KLB,1.5917273
2529,GLYAT,1.5887884
1855,MDGA1,1.5886271
3559,CEP112,1.5883479
3285,CDX1,1.5874623
2317,HSPA1B,1.5845332
5956,FAM24B,1.5829554
4017,AMPH,1.5825732
1728,BTD,1.5804789
5636,YWHAQ,1.5789737
6241,FCAMR,1.5765622
4408,PLA2G10,1.5757198
1095,RNF34,1.5743526
2891,POU6F1,1.5737993
3859,FGD2,1.5722833
1516,DIPK1C,1.5709875
4445,CLEC4M,1.5709784
3557,SMN1,1.5697038
1340,NUDT12,1.5653989
2881,PLCXD3,1.5651262
6025,GLT8D1,1.5645379
1833,RGS5,1.5638189
5207,AFP,1.5626328
3666,GIMD1,1.5589826
5963,COL20A1,1.5584751
2774,CCDC69,1.5563583
6245,MANSC4,1.5553439
4449,IL1B,1.5546639
4588,BMX,1.5530163
1330,NAB1,1.5524988
5474,B4GALT3,1.5511771
3704,TYW3,1.5482355
5062,OMD,1.5475602
6087,NHLRC3,1.5417818
4495,CRISP3,1.5402852
6211,CAV2,1.5386053
4375,KLK4,1.5377175
5534,B3GNT6,1.5338837
1175,ARHGEF25,1.5230418
1882,ANXA3,1.5222695
4060,INPP5F,1.5206618
5509,EVA1C,1.5142425
3607,CRYBA2,1.5126369
2865,CUEDC1,1.5122613
1433,SMPDL3A,1.5119694
889,PSMG3,1.5096644
4501,IDE,1.5085493
5206,DEFB121,1.5080373
2076,MLF1,1.5027068
3904,VSX1,1.4977194
2137,SPIN1,1.4958041
491,UBL4A,1.4950767
4912,ARPP19,1.4929949
6151,PTPRD,1.4928005
2353,CMBL,1.4924412
5522,CLEC2D,1.491595
5239,THPO,1.4888107
6081,MINAR1,1.4851953
3538,CMTM4,1.4840083
532,ZNF75D,1.4831566
4376,XRCC6,1.4807118
6352,CALB1,1.4735817
2350,TCEAL3,1.473233
3192,IL17A|IL17F,1.4726516
2868,CAB39L,1.4723861
2209,CRMP1,1.4707742
6364,PCDHB1,1.4703742
6155,CD8B,1.4696497
300,MTRF1L,1.4695331
4534,GPC2,1.4681606
909,ILF3,1.4676528
4219,NT5DC1,1.4645859
66,ANGPTL3,1.4590951
5284,LY6G6C,1.4589711
981,CNGA2,1.4542663
3961,CFAP298,1.4533503
252,CALN1,1.4528581
2682,LRATD1,1.4511534
3282,CCNYL1,1.447629
1474,IL36A,1.4458551
2367,SERPINB8,1.4455482
6362,GJA1,1.4401544
1343,DAPK1,1.4379082
5638,LMAN2,1.4259112
1532,LHCGR,1.4248866
1611,LYG2,1.4239974
4833,PRSS22,1.4210981
4365,ADAMTS4,1.4207209
6018,ABCC6,1.4148505
2394,GOLGA7,1.411248
3261,IRF8,1.4110202
366,ADGRF1,1.4106523
5324,XXYLT1,1.4082286
5935,TMEM9,1.397809
1750,NID2,1.3974761
6206,C19orf18,1.3962116
3115,ST6GALNAC4,1.3942778
5668,KIR2DL2,1.394267
5962,TTC17,1.393658
5336,CCN5,1.3935621
3909,SSX4,1.393362
1487,DDX46,1.3933241
6293,SEMA4B,1.3925945
1730,BMP2,1.3869084
5392,RS1,1.3813262
246,NTM,1.3810127
5332,VWA1,1.3792915
2133,MAGEA6,1.3781343
6279,RIPPLY1,1.3773676
4486,ARSB,1.3759882
1115,SHISAL2A,1.3757876
3113,GALNT4,1.3749809
3771,DBT,1.3748599
